year,title,artist,genre,peak_pos,wks_on_chart,duration,popularity,energy,danceability,loudness,speechiness,liveness
1986,Go Home,Stevie Wonder,Pop,10,17,227000,60,0.815,0.712,-5.313,0.0332,0.141
1986,Word Up,Cameo,Funk,6,21,260000,63,0.84,0.878,-13.105,0.064,0.053
1986,This Could Be The Night,Loverboy,Pop,10,18,298000,36,0.363,0.545,-15.084,0.0255,0.105
1986,Dreamtime,Daryl Hall,Pop,5,15,104000,34,0.706,0.371,-9.132,0.036,0.119
1986,Party All The Time,Eddie Murphy,Pop,2,22,253000,59,0.692,0.699,-13.045,0.0456,0.0427
1986,Mad About You,Belinda Carlisle,Pop,3,21,216000,48,0.578,0.426,-11.514,0.0379,0.072
1986,Word Up,Cameo,R&B,6,21,260000,63,0.84,0.878,-13.105,0.064,0.053
1986,Brass Monkey,Beastie Boys,Alt. Rock,48,10,157440,66,0.586,0.914,-8.435,0.33,0.0992
1986,All I Need Is A Miracle,Mike + The Mechanics,Pop,5,19,252000,49,0.774,0.602,-13.083,0.0338,0.0497
1986,A Love Bizarre,Sheila E.,Pop,11,23,738000,43,0.612,0.768,-13.381,0.0454,0.0513
1986,These Dreams,Heart,Pop,1,20,254000,65,0.532,0.534,-9.865,0.0292,0.0868
1986,West End Girls,Pet Shop Boys,Pop,1,20,285000,71,0.914,0.656,-7.471,0.0394,0.159
1986,Words Get In The Way,Miami Sound Machine,Pop,5,24,205000,48,0.31,0.674,-17.352,0.0329,0.108
1986,Burning Heart,Survivor,Pop,2,22,262000,72,0.755,0.515,-3.724,0.0383,0.107
1986,Wrap It Up,The Fabulous Thunderbirds,Blues,50,10,162600,40,0.632,0.676,-12.726,0.0688,0.101
1987,Pour Some Sugar On Me,Def Leppard,Metal,2,24,267000,65,0.953,0.267,-4.899,0.096,0.283
1987,Who Will You Run To,Heart,Pop,7,22,246000,48,0.73,0.601,-11.103,0.0362,0.107
1987,Shake You Down,Gregory Abbott,Pop,1,22,211000,59,0.613,0.457,-5.756,0.0295,0.0711
1987,The One I Love,R.E.M.,Alt. Rock,9,20,198000,51,0.656,0.515,-12.202,0.0296,0.135
1987,You Got It All,The Jets,Pop,3,26,212000,76,0.463,0.732,-6.972,0.0287,0.194
1987,True Faith,New Order,Alt. Rock,32,18,355066,58,0.784,0.589,-13.037,0.0312,0.132
1987,Walk Like An Egyptian,The Bangles,Pop,1,23,204000,62,0.891,0.724,-7.818,0.0995,0.3
1987,Only In My Dreams,Debbie Gibson,Pop,4,28,170000,65,0.496,0.518,-11.607,0.0292,0.0999
1987,When Smokey Sings,ABC,Pop,5,19,259000,49,0.765,0.732,-8.75,0.0287,0.169
1987,Where The Streets Have No Name,U2,Alt. Rock,13,14,275040,53,0.851,0.5,-6.027,0.038,0.136
1987,U Got The Look,Prince,Pop,2,25,226000,45,0.583,0.822,-11.12,0.0596,0.0553
1987,War,Bruce Springsteen,Pop,8,12,156000,69,0.664,0.633,-5.037,0.0294,0.108
1987,Women,Def Leppard,Rock,80,5,342000,47,0.916,0.52,-5.772,0.0392,0.318
1987,Paradise City,Guns N' Roses,Metal,5,17,405600,80,0.98,0.268,-5.959,0.101,0.182
1987,The Lady In Red,Chris de Burgh,Pop,3,26,256000,75,0.294,0.548,-17.112,0.0333,0.0392
1987,Sweet Child O' Mine,Guns N' Roses,Metal,1,24,356066,86,0.952,0.445,-5.321,0.0522,0.112
1987,Welcome To The Jungle,Guns N' Roses,Metal,7,17,273480,82,0.987,0.454,-4.485,0.0881,0.268
1987,Rock Steady,The Whispers,Disco,7,23,478472,27,0.798,0.689,-10.279,0.0995,0.687
1987,Wanted Dead Or Alive,Bon Jovi,Pop,7,17,308000,75,0.803,0.253,-3.977,0.0392,0.309
1987,So Emotional,Whitney Houston,R&B,1,19,276666,57,0.791,0.698,-10.012,0.0495,0.199
1987,You Win Again,Bee Gees,Rock,75,6,241000,63,0.831,0.547,-11.298,0.0319,0.222
1987,The Finer Things,Steve Winwood,Pop,8,23,128000,43,0.743,0.759,-8.182,0.209,0.184
1987,Respect Yourself,Bruce Willis,Pop,5,14,211000,50,0.669,0.828,-8.637,0.0254,0.0756
1987,Something So Strong,Crowded House,Pop,7,21,127000,71,0.828,0.686,-6.116,0.0341,0.0909
1987,Will You Still Love Me?,Chicago,Pop,3,23,160000,62,0.379,0.513,-9.679,0.0314,0.417
1987,Open Your Heart,Madonna,Pop,1,18,229000,56,0.899,0.656,-5.039,0.0569,0.0936
1987,Touch Me (I Want Your Body),Samantha Fox,Pop,4,23,225000,53,0.84,0.63,-4.707,0.0383,0.0887
1987,Strangelove,Depeche Mode,Alt. Rock,50,15,225880,63,0.961,0.566,-3.46,0.0354,0.352
1987,Songbird,Kenny G,Pop,4,22,200000,65,0.0842,0.58,-15.52,0.0302,0.11
1987,Someday,Glass Tiger,Pop,7,21,183000,72,0.521,0.539,-7.46,0.0299,0.367
1987,Love Bites,Def Leppard,Metal,1,23,346000,57,0.743,0.59,-7.078,0.0347,0.0847
1987,Bad,Michael Jackson,R&B,1,14,246240,57,0.883,0.807,-4.376,0.0445,0.0529
1987,Land Of Confusion,Genesis,Pop,4,21,287000,62,0.991,0.553,-3.703,0.0925,0.179
1987,Midnight Blue,Lou Gramm,Pop,5,20,234000,51,0.836,0.641,-7.155,0.0284,0.0714
1987,Ballerina Girl,Lionel Richie,Pop,7,18,217000,53,0.286,0.388,-13.287,0.0347,0.0647
1987,Little Lies,Fleetwood Mac,Pop,4,21,221000,75,0.649,0.64,-10.345,0.0264,0.0551
1987,Change Of Heart,Cyndi Lauper,Pop,3,17,223000,40,0.289,0.586,-9.818,0.0276,0.111
1987,Notorious,Duran Duran,Pop,2,17,366000,68,0.873,0.704,-4.057,0.144,0.24
1987,Didn't We Almost Have It All,Whitney Houston,R&B,1,17,305066,61,0.49,0.54,-10.151,0.027,0.142
1987,Everybody Have Fun Tonight,Wang Chung,Pop,2,21,287000,54,0.619,0.728,-12.265,0.0379,0.039
1987,Causing A Commotion,Madonna,Pop,2,18,261000,45,0.749,0.771,-10.628,0.0401,0.135
1987,Carrie,Europe,Pop,3,19,212000,11,0.322,0.555,-9.822,0.0358,0.103
1987,Lean On Me,Club Nouveau,Pop,1,17,176000,75,0.809,0.723,-3.081,0.0625,0.565
1987,Brilliant Disguise,Bruce Springsteen,Pop,5,16,254000,58,0.726,0.703,-12.438,0.029,0.0319
1987,I Still Haven't Found What I'm Looking For,U2,Alt. Rock,1,17,277476,79,0.774,0.564,-9.424,0.0368,0.0861
1987,Meet Me Half Way,Kenny Loggins,Pop,11,25,219000,57,0.395,0.635,-13.005,0.0266,0.27
1987,Breakout,Swing Out Sister,Pop,6,23,200000,61,0.938,0.421,-4.212,0.0522,0.124
1987,In Too Deep,Genesis,Pop,3,17,207000,74,0.843,0.569,-5.875,0.0503,0.0607
1987,Diamonds,Herb Alpert,Pop,5,19,225000,71,0.709,0.562,-4.92,0.0424,0.109
1987,(I Just) Died In Your Arms,Cutting Crew,Pop,1,19,280000,78,0.726,0.625,-11.402,0.0444,0.0625
1987,La Isla Bonita,Madonna,Pop,4,17,242000,72,0.822,0.724,-4.374,0.0333,0.0553
1987,La Bamba,Los Lobos,Pop,1,21,126000,67,0.809,0.516,-6.419,0.0545,0.303
1987,Mony Mony,Billy Idol,Pop,1,22,301000,63,0.743,0.742,-6.293,0.0508,0.22
1987,Never Let Me Down Again,Depeche Mode,Alt. Rock,63,10,260493,59,0.933,0.577,-4.173,0.0312,0.124
1987,Luka,Suzanne Vega,Pop,3,19,209000,49,0.893,0.424,-4.253,0.34,0.576
1987,Animal,Def Leppard,Metal,19,19,244000,67,0.921,0.583,-5.215,0.0468,0.188
1987,Luka,Suzanne Vega,Folk,3,19,231933,61,0.697,0.63,-10.654,0.0311,0.116
1987,Back And Forth,Cameo,Funk,50,8,392266,37,0.424,0.908,-13.362,0.0485,0.0467
1987,Alone,Heart,Pop,1,21,218000,73,0.452,0.418,-13.099,0.0355,0.0959
1987,Funkytown,Pseudo Echo,Pop,6,15,234000,60,0.591,0.915,-8.865,0.0597,0.0938
1987,Big Love,Fleetwood Mac,Pop,5,16,249000,57,0.723,0.532,-11.779,0.0333,0.078
1987,Hysteria,Def Leppard,Metal,10,16,354000,70,0.846,0.659,-5.508,0.0274,0.203
1987,Big Time,Peter Gabriel,Pop,8,23,283000,67,0.814,0.88,-6.307,0.14,0.0584
1987,Is This Love,Survivor,Pop,9,19,232000,78,0.561,0.776,-8.375,0.103,0.067
1987,Always,Atlantic Starr,Pop,1,22,223000,79,0.742,0.174,-5.93,0.0485,0.198
1987,Heat Of The Night,Bryan Adams,Pop,6,16,307000,35,0.853,0.486,-11.836,0.0297,0.355
1987,Armageddon It,Def Leppard,Metal,3,18,322000,51,0.921,0.65,-6.014,0.0359,0.134
1987,Just To See Her,Smokey Robinson,Pop,8,21,244000,52,0.379,0.821,-15.489,0.0334,0.0839
1987,Here I Go Again,Whitesnake,Pop,1,28,275000,62,0.823,0.292,-6.763,0.0407,0.155
1987,Looking For A New Love,Jody Watley,Pop,2,19,242000,40,0.604,0.905,-7.433,0.0413,0.0523
1988,Faith,George Michael,Pop,1,21,193000,77,0.48,0.887,-11.994,0.117,0.0662
1988,Never Gonna Give You Up,Rick Astley,Pop,1,24,213000,79,0.939,0.721,-11.823,0.0376,0.108
1988,Pink Cadillac,Natalie Cole,Pop,5,17,261000,67,0.805,0.746,-6.827,0.0339,0.104
1988,Fast Car,Tracy Chapman,Folk,6,22,296800,80,0.292,0.711,-15.523,0.037,0.131
1988,Fast Car,Tracy Chapman,Pop,6,22,265000,85,0.603,0.712,-5.52,0.0262,0.115
1988,Roll With It,Steve Winwood,Pop,1,18,207000,55,0.654,0.709,-7.753,0.0267,0.277
1988,Father Figure,George Michael,Pop,1,17,336000,62,0.333,0.689,-13.288,0.0262,0.0853
1988,Need You Tonight,INXS,Pop,1,25,180000,66,0.723,0.801,-4.985,0.0689,0.0675
1988,Street Of Dreams,Rainbow,Metal,60,10,265506,48,0.648,0.555,-8.791,0.0286,0.0597
1988,Love Bites,Def Leppard,Pop,1,23,346000,65,0.743,0.59,-7.078,0.0347,0.0847
1988,Rocket 2 U,The Jets,Pop,6,22,258000,35,0.651,0.889,-7.264,0.0437,0.0739
1988,I Want Her,Keith Sweat,Pop,5,20,232000,61,0.0544,0.721,-25.572,0.0467,0.103
1988,Always On My Mind,Pet Shop Boys,Pop,4,15,212000,63,0.261,0.524,-13.868,0.0272,0.144
1988,I Could Never Take The Place Of Your Man,Prince,Pop,10,17,388000,37,0.775,0.62,-9.528,0.0276,0.213
1988,Is This Love,Whitesnake,Pop,2,19,232000,78,0.561,0.776,-8.375,0.103,0.067
1988,I Like,Guy,R&B,70,7,294475,53,0.832,0.441,-14.396,0.064,0.2
1988,Electric Blue,Icehouse,Pop,7,21,263000,56,0.909,0.688,-4.756,0.0354,0.1
1988,Endless Summer Nights,Richard Marx,Pop,2,21,270000,58,0.467,0.582,-12.597,0.0391,0.298
1988,Prove Your Love,Taylor Dayne,Pop,7,18,238000,5,0.322,0.44,-16.832,0.03,0.132
1988,Simply Irresistible,Robert Palmer,Pop,2,20,255000,52,0.841,0.69,-13.357,0.0384,0.0441
1988,Silent Lucidity,Queensryche,Metal,9,17,413000,25,0.973,0.486,-2.984,0.0937,0.337
1988,The Way You Make Me Feel,Michael Jackson,Pop,1,18,298000,71,0.854,0.877,-4.523,0.147,0.144
1988,Red Red Wine,UB40,Pop,1,40,192000,88,0.82,0.657,-4.448,0.0441,0.0847
1988,Dirty Diana,Michael Jackson,Pop,1,14,280000,66,0.799,0.741,-4.56,0.062,0.421
1988,Mercedes Boy,Pebbles,Pop,2,18,295000,39,0.333,0.795,-14.609,0.0769,0.319
1988,Wild World,Maxi Priest,Reggae,25,18,218426,56,0.352,0.763,-11.789,0.0555,0.0791
1988,Pour Some Sugar On Me,Def Leppard,Pop,2,24,267000,74,0.953,0.267,-4.899,0.096,0.283
1988,Devil Inside,INXS,Pop,2,17,314000,49,0.784,0.501,-5.254,0.0699,0.12
1988,Together Forever,Rick Astley,Pop,1,18,205000,67,0.933,0.702,-11.876,0.0492,0.155
1988,I Still Believe,Brenda K. Starr,Pop,13,26,192000,54,0.721,0.391,-6.651,0.144,0.128
1988,Dancin',Guy,R&B,19,11,248626,30,0.703,0.798,-4.05,0.135,0.121
1988,I Get Weak,Belinda Carlisle,Pop,2,16,292000,37,0.797,0.581,-7.223,0.0278,0.0844
1988,I Found Someone,Cher,Pop,10,26,221000,62,0.224,0.568,-15.069,0.0296,0.127
1988,Man In The Mirror,Michael Jackson,Pop,1,17,318000,66,0.812,0.808,-5.012,0.0381,0.134
1988,Make Me Lose Control,Eric Carmen,Pop,3,20,285000,55,0.619,0.724,-9.074,0.0242,0.205
1988,Make It Real,The Jets,Pop,4,20,258000,50,0.258,0.739,-16.114,0.056,0.109
1988,Close To You,Maxi Priest,Reggae,1,30,325800,56,0.478,0.781,-15.427,0.0561,0.0877
1988,Monkey,George Michael,Pop,1,16,231000,69,0.953,0.401,-4.276,0.0752,0.149
1988,Shake Your Love,Debbie Gibson,Pop,4,22,222000,42,0.746,0.784,-10.681,0.0477,0.0568
1988,Shattered Dreams,Johnny Hates Jazz,Pop,2,19,207000,63,0.72,0.655,-9.423,0.0312,0.25
1988,Hands To Heaven,Breathe,Pop,2,29,259000,53,0.384,0.543,-15.018,0.0307,0.266
1988,Just A Little Bit Longer,Maxi Priest,Reggae,62,11,263733,32,0.599,0.585,-13.536,0.212,0.508
1988,Girlfriend,Pebbles,Pop,5,20,216000,75,0.959,0.56,-2.433,0.102,0.209
1988,The Flame,Cheap Trick,Pop,1,27,338000,64,0.581,0.629,-11.856,0.027,0.0755
1988,One,Metallica,Metal,35,15,446000,49,0.687,0.438,-9.15,0.0619,0.42
1988,Wait,White Lion,Pop,8,21,189000,83,0.642,0.463,-4.474,0.34,0.0686
1988,Hold On To The Nights,Richard Marx,Pop,1,21,316000,51,0.207,0.353,-14.718,0.0306,0.0874
1988,Say You Will,Foreigner,Pop,6,19,377000,54,0.401,0.603,-10.155,0.0306,0.103
1988,Rush Hour,Jane Wiedlin,Pop,9,19,201000,54,0.472,0.602,-5.375,0.265,0.172
1988,Candle In The Wind,Elton John,Pop,6,21,228000,68,0.536,0.602,-9.74,0.0288,0.0802
1988,Paradise,Sade,R&B,16,15,217466,68,0.792,0.738,-7.873,0.0378,0.0679
1988,Nite And Day,Al B. Sure!,Pop,7,21,238000,56,0.477,0.655,-9.616,0.0421,0.0518
1988,Ooo La La La,Teena Marie,Funk,85,5,317133,58,0.58,0.534,-10.488,0.0368,0.128
1988,One More Try,George Michael,Pop,1,18,350000,58,0.291,0.551,-12.544,0.0283,0.11
1988,One Good Woman,Peter Cetera,Pop,4,18,277000,43,0.638,0.757,-9.2,0.0269,0.0657
1988,Just Like Paradise,David Lee Roth,Pop,6,16,243000,56,0.853,0.611,-4.983,0.034,0.671
1988,Circle In The Sand,Belinda Carlisle,Pop,7,17,223000,40,0.839,0.611,-5.241,0.0439,0.214
1988,Foolish Beat,Debbie Gibson,Pop,1,20,262000,54,0.44,0.541,-11.161,0.0258,0.147
1988,One Moment In Time,Whitney Houston,Pop,5,17,285000,56,0.54,0.266,-6.742,0.0332,0.0939
1988,Out Of The Blue,Debbie Gibson,Pop,3,17,197000,55,0.4,0.596,-6.245,0.0284,0.29
1988,If It Isn't Love,New Edition,R&B,7,21,309840,58,0.856,0.588,-12.418,0.0377,0.365
1988,Got My Mind Set On You,George Harrison,Pop,1,22,234000,76,0.85,0.759,-7.156,0.0418,0.488
1988,Never Tear Us Apart,INXS,Pop,7,23,185000,62,0.686,0.665,-5.849,0.0268,0.174
1988,Angel,Aerosmith,Pop,3,25,235000,75,0.766,0.74,-2.939,0.178,0.0406
1988,New Sensation,INXS,Pop,3,17,219000,59,0.967,0.68,-2.771,0.0664,0.0808
1988,Baby Can I Hold You,Tracy Chapman,Folk,48,12,193120,77,0.422,0.692,-10.533,0.0333,0.0848
1988,Where Do Broken Hearts Go,Whitney Houston,R&B,1,18,277600,65,0.385,0.462,-12.173,0.0291,0.0682
1988,The Loco-Motion,Kylie Minogue,Pop,3,27,193000,59,0.913,0.755,-5.058,0.0391,0.0242
1989,Eternal Flame,The Bangles,Pop,1,19,235000,55,0.233,0.521,-13.683,0.0254,0.245
1989,Lay Your Hands On Me,Bon Jovi,Pop,7,16,358000,51,0.912,0.259,-5.665,0.0728,0.241
1989,Secret Rendezvous,Karyn White,Pop,6,21,337000,37,0.689,0.733,-13.001,0.0388,0.0656
1989,The Lover In Me,Sheena Easton,Pop,2,25,301000,28,0.808,0.818,-8.536,0.0467,0.0592
1989,Armageddon It,Def Leppard,Pop,3,18,322000,55,0.921,0.65,-6.014,0.0359,0.134
1989,Heaven,Warrant,Pop,2,19,179000,71,0.556,0.677,-6.544,0.0306,0.105
1989,Epic,Faith No More,Metal,9,21,293653,65,0.893,0.358,-7.486,0.12,0.126
1989,Real Love,Jody Watley,Pop,2,18,189000,79,0.686,0.417,-6.484,0.0373,0.0989
1989,Kickstart My Heart,Motley Crue,Metal,27,16,282000,78,0.982,0.363,-3.621,0.3,0.284
1989,Edie (Ciao Baby),The Cult,Metal,93,4,286533,49,0.808,0.478,-9.159,0.0459,0.209
1989,Miss You Like Crazy,Natalie Cole,Pop,7,19,234000,62,0.546,0.595,-6.251,0.0267,0.0697
1989,Miss You Much,Janet Jackson,Pop,1,20,252000,49,0.975,0.702,-7.968,0.0396,0.165
1989,Hey Ladies,Beastie Boys,Alt. Rock,36,10,227773,51,0.728,0.949,-10.653,0.211,0.0465
1989,Shower Me With Your Love,Surface,Pop,5,19,294000,52,0.356,0.632,-10.811,0.0309,0.0961
1989,Giving You The Best That I Got,Anita Baker,Pop,3,22,233000,53,0.542,0.637,-8.173,0.0357,0.302
1989,Every Rose Has Its Thorn,Poison,Pop,1,21,260000,70,0.632,0.531,-5.557,0.0312,0.364
1989,She Drives Me Crazy,Fine Young Cannibals,Pop,1,23,215000,74,0.687,0.799,-5.682,0.0431,0.0307
1989,I Like It,Dino,Pop,7,25,253000,78,0.726,0.816,-3.998,0.129,0.372
1989,Fire Woman,The Cult,Metal,46,11,307960,59,0.854,0.49,-7.489,0.0407,0.299
1989,Lost In Your Eyes,Debbie Gibson,Pop,1,19,215000,67,0.588,0.512,-8.591,0.0276,0.0963
1989,Love In An Elevator,Aerosmith,Pop,5,16,321000,54,0.961,0.449,-4.305,0.0701,0.343
1989,Roni,Bobby Brown,Pop,3,17,358000,55,0.703,0.72,-11.815,0.0377,0.054
1989,The Living Years,Mike + The Mechanics,Pop,1,20,330000,54,0.417,0.518,-13.268,0.0325,0.0722
1989,Forever Your Girl,Paula Abdul,Pop,1,22,300000,46,0.891,0.702,-7.873,0.0446,0.0712
1989,Fascination Street,The Cure,Alt. Rock,46,11,260093,25,0.89,0.543,-4.748,0.0453,0.128
1989,Love Shack,The B-52s,Pop,3,27,320000,70,0.803,0.701,-6.786,0.0545,0.7
1989,Love Song,Tesla,Metal,10,27,323360,52,0.318,0.354,-9.974,0.034,0.113
1989,Look Away,Chicago,Pop,1,24,242000,51,0.545,0.553,-7.278,0.0261,0.105
1989,Lullaby,The Cure,Alt. Rock,74,8,247613,41,0.69,0.725,-7.42,0.0363,0.0791
1989,All This Time,Tiffany,Pop,6,21,168000,59,0.964,0.519,-3.442,0.0721,0.238
1989,Express Yourself,Madonna,Pop,2,16,265000,60,0.583,0.851,-11.022,0.286,0.236
1989,Same Ol' Situation (S.O.S.),Motley Crue,Metal,78,9,252000,60,0.986,0.495,-3.109,0.133,0.431
1989,Right Here Waiting,Richard Marx,Pop,1,21,264000,76,0.252,0.395,-13.589,0.0301,0.101
1989,The End Of The Innocence,Don Henley,Pop,8,18,315000,59,0.425,0.623,-13.045,0.0291,0.108
1989,I Drove All Night,Cyndi Lauper,Pop,6,15,240000,63,0.912,0.566,-4.198,0.0629,0.215
1989,Listen To Your Heart,Roxette,Pop,1,22,328000,57,0.583,0.539,-4.935,0.0275,0.111
1989,Satisfied,Richard Marx,Pop,1,15,329000,69,0.593,0.707,-8.581,0.0949,0.15
1989,Rhythm Nation,Janet Jackson,R&B,2,17,330933,49,0.931,0.633,-7.752,0.0686,0.375
1989,Like A Prayer,Madonna,Pop,1,16,342000,75,0.842,0.625,-5.285,0.0376,0.181
1989,The Look,Roxette,Pop,1,19,130000,74,0.608,0.738,-6.727,0.321,0.359
1989,She Wants To Dance With Me,Rick Astley,Pop,6,18,198000,48,0.895,0.658,-8.177,0.058,0.337
1989,The Best,Tina Turner,R&B,15,14,330253,63,0.87,0.651,-5.149,0.0318,0.0979
1989,Every Little Step,Bobby Brown,Pop,3,21,237000,64,0.653,0.79,-11.511,0.0397,0.0386
1989,Straight Up,Paula Abdul,Pop,1,25,198000,65,0.733,0.552,-6.898,0.0933,0.0858
1989,Good Thing,Fine Young Cannibals,Pop,1,17,175000,64,0.513,0.559,-7.502,0.0275,0.0746
1989,The Way You Love Me,Karyn White,Pop,7,25,186000,55,0.716,0.627,-7.175,0.0352,0.0344
1989,Dr. Feelgood,Motley Crue,Rock,6,16,289000,70,0.968,0.53,-3.941,0.0753,0.228
1989,If I Could Turn Back Time,Cher,Pop,3,23,239000,70,0.575,0.658,-10.365,0.0267,0.122
1989,Poison,Alice Cooper,Metal,7,19,270000,70,0.908,0.28,-5.509,0.109,0.18
1989,Toy Soldiers,Martika,Pop,1,20,287000,61,0.591,0.513,-6.407,0.0274,0.126
1989,I Wanna Have Some Fun,Samantha Fox,Pop,8,23,164000,42,0.88,0.64,-4.285,0.0401,0.0512
1989,Trouble Me,"10,000 Maniacs",Alt. Rock,44,12,193560,47,0.385,0.861,-10.057,0.0341,0.123
1989,I Want It All,Queen,Rock,50,10,280000,20,0.843,0.215,-5.119,0.0617,0.303
1989,My Prerogative,Bobby Brown,Pop,1,24,291000,59,0.62,0.753,-10.544,0.0524,0.27
1989,Youth Gone Wild,Skid Row,Metal,99,2,198906,68,0.718,0.535,-11.276,0.044,0.356
1989,Two Hearts,Phil Collins,Pop,1,18,194000,31,0.964,0.2,-3.691,0.116,0.936
1989,Born To Be My Baby,Bon Jovi,Pop,3,20,280000,61,0.959,0.534,-4.289,0.0379,0.347
1989,Cold Hearted,Paula Abdul,Pop,1,21,231000,51,0.679,0.879,-8.59,0.0421,0.078
1989,Stand,R.E.M.,Alt. Rock,6,19,192173,33,0.867,0.643,-5.262,0.0285,0.122
1989,Wasted Time,Skid Row,Metal,88,3,348760,57,0.877,0.368,-6.816,0.0466,0.0754
1989,Put A Little Love In Your Heart,Annie Lennox & Al Green,Pop,9,17,156000,49,0.523,0.596,-6.801,0.0248,0.0771
1989,Personal Jesus,Depeche Mode,Alt. Rock,28,20,294773,63,0.742,0.682,-7.595,0.0492,0.0979
1989,In Your Room,The Bangles,Pop,5,20,211000,51,0.762,0.596,-5.59,0.0982,0.195
1989,Angel Eyes,The Jeff Healey Band,Pop,5,22,79000,63,0.0238,0.51,-25.467,0.0384,0.104
1989,Patience,Guns N' Roses,Metal,4,18,354880,72,0.296,0.457,-12.511,0.0306,0.109
1989,Buffalo Stance,Neneh Cherry,Pop,3,24,342000,53,0.627,0.708,-11.155,0.0614,0.338
1989,Cherish,Madonna,Pop,2,15,332000,61,0.389,0.68,-13.239,0.0545,0.105
1989,I'll Be You,The Replacements,Punk,51,10,209293,24,0.844,0.592,-6.369,0.0307,0.344
1989,Walking Away,Information Society,Pop,9,19,223000,66,0.619,0.553,-7.101,0.0308,0.123
1989,18 And Life,Skid Row,Pop,4,20,229000,73,0.648,0.303,-11.101,0.0347,0.112
1989,Can You Stand The Rain,New Edition,R&B,44,13,297706,64,0.37,0.614,-15.198,0.0353,0.143
1989,Need A Little Taste Of Love,The Doobie Brothers,Rock,45,9,245000,21,0.919,0.605,-8.372,0.0503,0.057
1989,Soldier Of Love,Donny Osmond,Pop,2,18,174000,58,0.777,0.55,-7.299,0.0382,0.981
1989,Waiting For A Star To Fall,Boy Meets Girl,Pop,5,25,270000,61,0.844,0.662,-6.034,0.027,0.137
1989,I Remember Holding You,Boys Club,Pop,8,21,293000,19,0.843,0.609,-7.973,0.0447,0.0517
1989,When The Children Cry,White Lion,Pop,3,23,258000,57,0.242,0.493,-13.593,0.0291,0.071
1989,Black Cat,Janet Jackson,R&B,1,16,290573,42,0.913,0.705,-7.253,0.0484,0.216
1989,Smooth Criminal,Michael Jackson,Pop,7,15,209000,75,0.964,0.653,-4.26,0.0578,0.144
1989,What I Am,Edie Brickell & New Bohemians,Pop,7,19,181000,63,0.514,0.62,-9.204,0.0306,0.109
1989,I Remember You,Skid Row,Metal,6,20,313693,69,0.528,0.482,-12.708,0.0267,0.14
1989,When I See You Smile,Bad English,Pop,1,22,257000,62,0.609,0.495,-9.902,0.0339,0.187
1989,Dr. Feelgood,Motley Crue,Metal,6,16,289000,70,0.968,0.53,-3.941,0.0753,0.228
1990,I Wish It Would Rain Down,Phil Collins,Pop,3,17,327000,64,0.667,0.51,-4.715,0.0294,0.313
1990,Wind Of Change,Scorpions,Metal,4,25,312000,79,0.524,0.452,-10.108,0.0351,0.103
1990,Whip Appeal,Babyface,Pop,6,18,349000,43,0.548,0.454,-7.421,0.0476,0.076
1990,Romeo,Dino,Pop,6,18,208000,59,0.37,0.513,-13.933,0.0887,0.328
1990,Here And Now,Luther Vandross,Pop,6,27,171000,53,0.813,0.506,-3.575,0.0532,0.12
1990,Let's Chill,Guy,R&B,41,15,323826,54,0.417,0.604,-12.598,0.0385,0.0425
1990,Love Song,Tesla,Pop,10,27,148000,79,0.355,0.64,-10.599,0.0906,0.11
1990,Alright,Janet Jackson,Pop,4,16,219000,80,0.766,0.796,-5.974,0.238,0.0827
1990,What You Give,Tesla,Metal,86,6,435226,50,0.579,0.434,-8.603,0.0295,0.0857
1990,Two To Make It Right,Seduction,Pop,2,23,282000,41,0.598,0.772,-10.857,0.0429,0.513
1990,Just A Friend,Biz Markie,Pop,9,22,241000,75,0.739,0.822,-4.541,0.0311,0.181
1990,What It Takes,Aerosmith,Pop,9,17,201000,82,0.655,0.672,-5.021,0.031,0.117
1990,Love Is The Ritual,Styx,Rock,80,6,229000,20,0.913,0.583,-7.567,0.0635,0.365
1990,Ready Or Not,After 7,Pop,7,21,200000,68,0.872,0.715,-3.835,0.0509,0.107
1990,What Kind Of Man Would I Be?,Chicago,Pop,5,18,264000,50,0.498,0.651,-8.868,0.0318,0.143
1990,Rub You The Right Way,Johnny Gill,Pop,3,23,332000,47,0.873,0.66,-6.952,0.0461,0.331
1990,Escapade,Janet Jackson,R&B,1,17,283933,53,0.954,0.806,-6.741,0.0514,0.176
1990,Enjoy The Silence,Depeche Mode,Pop,8,24,257000,78,0.667,0.626,-11.817,0.0283,0.0779
1990,Something Happened On The Way To Heaven,Phil Collins,Pop,4,22,291000,59,0.88,0.656,-4.137,0.0287,0.272
1990,Thieves In The Temple,Prince,Pop,6,13,200000,42,0.676,0.775,-10.582,0.042,0.0631
1990,Vogue,Madonna,Pop,1,24,316000,67,0.88,0.737,-6.449,0.0433,0.417
1990,All Or Nothing,Milli Vanilli,Pop,4,14,210000,48,0.785,0.419,-4.483,0.0313,0.0799
1990,How Am I Supposed To Live Without You,Michael Bolton,Pop,1,23,255000,69,0.44,0.541,-12.206,0.031,0.114
1990,How Can We Be Lovers,Michael Bolton,Pop,3,18,235000,53,0.708,0.399,-10.541,0.0387,0.179
1990,The Humpty Dance,Digital Underground,Pop,11,23,391000,62,0.693,0.813,-8.0,0.266,0.121
1990,Girls Nite Out,Tyler Collins,Pop,6,21,253000,2,0.856,0.794,-4.78,0.0793,0.303
